k,Job,Name
106538, Costume Design, Gigi Lepage
121464, Costume Design, Danilo Donati
80278, Costume Design, Sparka Lee Hall
86768, Costume Design, Adele Parmenter
13256, Costume Design, Yves Barre
24499, Costume Design, Christine Thomson
317384, Costume Design, Alexandra Charles
21156, Costume Design, Veronika Hrubá
76640, Costume Design, Michele Michel
4962, Costume Design, Cori DAmbrogio
153073, Costume Design, Darena Snowe
4365, Costume Design, Katie Sparks
96243, Costume Design, Sandy Moss
2640, Costume Design, Rudy Dillon
44546, Costume Design, Liz Vandal
4201, Costume Design, Tony Pueo
262536, Costume Design, Milo Anderson
101801, Costume Design, Jaroslava Pecharová
50675, Costume Design, Orry-Kelly
4483, Costume Design, Anne-Marie Marchand
47957, Costume Design, Paulette Aller
39928, Costume Design, Inés Núñez
41118, Costume Design, L.H. Nathan
112422, Costume Design, Tulla Nixon
122088, Costume Design, Hani Gurevitch
62364, Costume Design, Nereida Bonmatí
44191, Costume Design, Nancy Kaye
352205, Costume Design, Ashima Belapurkar
13485, Costume Design, Edith Head
216068, Costume Design, Travis Banton
120771, Co-Producer, David C. Hayes
44389, Co-Producer, Paul Ulbrich
2455, Co-Producer, Armand Barbault
17700, Co-Producer, Michele Hall
298935, Co-Producer, David Rogue
14277, Co-Producer, Jason Bermas
10952, Co-Producer, Preston L. Holmes
43652, Co-Producer, Helmut Weber
2280, Co-Producer, Anne Spielberg
209416, Co-Producer, John Houlihan
111960, Continuity, Jo Harcourt
9513, Compositors, Brendan Harris
381353, Comic Book, Camille Jourdy
178862, Color Timer, Andrew Drapkin
17009, Color Designer, Maria Gonzalez
267931, Co-Executive Producer, Nick W. Nicholson
27053, Cinematography, Albert Viguier
363056, Cinematography, Hunter Baker
403130, Cinematography, Bradley Sellers
107808, Cinematography, Boris Price
60703, Cinematography, Bert Tougas
19833, Cinematography, Jamie Cairney
39319, Cinematography, Kazuhiro Yamada
92662, Cinematography, Clay Haskell
45211, Cinematography, Rafael Pacheco
18620, Cinematography, Art Stone
14194, Cinematography, Vikas Sivaraman
94326, Cinematography, Jeremy Settles
56325, Cinematography, Ken Kobre
48691, Cinematography, Benito Frattari
42632, Cinematography, Richard Leacock
10975, Choreographer, Jackie Chan
13495, Characters, Carlota Pérez-Reverte
183011, Characters, Jim Lee
10438, Characters, Amy Holden Jones
31913, Casting, Sylvia Fay
120835, Casting, Robert McIntyre
24260, Casting, Françoise Combadière
44925, Casting, Sarah Bird
21544, Casting, Tricia Wood
20473, Casting, Matt Casella
261037, Casting, Ed Johnston
46441, Casting, Brent Caballero
65041, Casting, Audrey Gatimel
184992, Casting, Francesco Vedovati
12924, Casting, Makoto Matsuda
64458, Casting, Joe Lorenzo
15709, Casting, Pascale Paddy
9603, Casting, Marcia Ross
3028, Casting, Judith Weiner
38325, Casting, Olga Granina
14735, Casting, Madalena Chan
25473, Casting, Irving Lande
15982, Casting, Paula Herold
45368, Casting, Pierre-Jacques Bénichou
291154, Casting, Shanoo Sharma
84312, Casting, Michael Sanford
3097, Casting, Radica Jovicic
6976, Casting, Sally Nicholl
119457, Casting, Danielle Aufiero
109435, Casting, Robert McIntyre
2649, Casting, Don Phillips
14240, Casting, Geno Havens
22683, Casting, Claire Simon
5470, Casting, Adriana Allen
30253, Casting, Corinna Glaus
211005, Casting, Rie Hedegaard
76499, Casting, Robert McIntyre
44909, Casting, Michael Cutler
32021, Casting, Hoyt Bowers
51333, Casting, Randi Hiller
1734, Casting, Kate Dowd
63443, Casting, Barbara Claman
202960, Casting, Lucinda Syson
63435, Casting, Mike Fenton
201010, Casting, Antonio Rotundi
219248, Casting, Dori Zuckerman
27332, Casting, Lisa Clarkson
328480, Casting, Jenny Lewis
27327, Casting, Peggy Taylor
260372, Casting, Gerald Webb
87774, Casting, Geno Havens
42816, Casting, Benjamin Thau
134427, Casting, Benjamin Thau
48572, Casting, Tricia Wood
48564, Casting, Lillian Kelly
83136, Camera Operator, Michele Pensato
12529, Camera Operator, Antonio Schiavo Lena
334939, Camera Operator, Dennis Wielaert
112570, Camera Operator, Sergio DOffizi
83124, Camera Operator, Sergio Rubini
94809, Camera Operator, Guglielmo Vincioni
90019, Camera Operator, Michele Pensato
96769, Camera Operator, Ron Songer
128042, Camera Operator, Stuart Math
117567, Camera Operator, Claudio Ragona
61925, Camera Operator, Guglielmo Vincioni
173, Boom Operator, G.R. Danner
347026, Book, Susan Williams
8996, Book, Salomon Perel
85505, Book, Lorna Moon
86997, Best Boy Electrician, Micky Wilson
31967, Background Designer, George Villaflor
23152, Author, Curt Goetz
108, Author, Edward Zebrowski
3078, Author, Samuel Hopkins Adams
222, Author, Walter Ruttmann
9486, Author, William Davies
107246, Associate Producer, Brian Hamill
27273, Associate Producer, Lee Dannacher
157862, Associate Producer, Michael Maiello
18085, Associate Producer, Tara Grace
40206, Associate Producer, Sylvia Fine
39287, Associate Producer, Alvin G. Manuel
138022, Associate Producer, Charles Arnot
42530, Associate Producer, James C. Pratt
18493, Associate Producer, Steven Marble
28775, Associate Producer, Ilse Lahn
84628, Associate Producer, Jane Scott
54118, Associate Producer, Leon Williams
31264, Associate Producer, Chris Trainor
32451, Associate Producer, Brian Orce
4929, Associate Producer, Irving L. Leonard
69928, Associate Producer, Gerald T. Nutting
42693, Associate Producer, Kurt Neumann
27118, Associate Producer, Gene Markey
53426, Associate Producer, David Pringle
50081, Associate Producer, Jill Ferguson
42519, Associate Producer, Sheila Clague
77495, Associate Producer, Elisa Salinas
121611, Associate Producer, Sy Stewart
61689, Associate Producer, Barbi Taylor
11826, Associate Producer, Peter Watson
16328, Associate Producer, Tony Monaco
22307, Associate Producer, Robert Rohdie
265177, Associate Producer, Lyse Lafontaine
44000, Associate Producer, Harry Woolveridge
29173, Associate Producer, Alex Tiu
126919, Associate Producer, Dennis Van Thal
69735, Assistant Editor, Christopher D. Lozinski
26317, Assistant Editor, Elizaveta Svilova
90324, Assistant Editor, Catherine Williams
23506, Assistant Editor, Ray Sager
456348, Assistant Editor, Jessica Dorfman
185153, Assistant Director, Michael Fields
24565, Assistant Director, Maria Arlamovsky
10309, Assistant Director, Harry Baer
82260, Assistant Director, William H. Cannon
133200, Assistant Director, Jang Jae-hyun
16692, Assistant Director, Toshiaki Kunihara
39776, Assistant Director, Yeung-Wah Kam
31427, Assistant Director, Tarô Yuge
225184, Assistant Director, Carlo Musso
52782, Assistant Director, Frank Mills
4925, Assistant Director, James Dyer
55370, Assistant Director, Patrick Bureau
24159, Assistant Director, Alexandru Vitzentzatos
105757, Assistant Director, Harry Baer
9651, Assistant Director, Derek Cracknell
85674, Assistant Director, María Abelardo
52859, Assistant Director, Wingate Smith
93934, Assistant Director, Paul Arias
53419, Assistant Director, Tom Harrington
148357, Assistant Director, Rex Hodge
54307, Assistant Director, Masao Kobayashi
29451, Assistant Director, Argyle Nelson
377170, Assistant Director, Drew Eberson
1936, Assistant Director, Paul Helmick
43901, Assistant Director, C.C. Thompson
245842, Assistant Director, Mathieu Turi
52726, Assistant Director, Serge Friedman
59231, Assistant Director, Jack Cunningham
131997, Assistant Director, Maria Nikolakopoulou
64728, Assistant Director, Tai Ogiwara
84912, Assistant Director, Earl Taggert
11799, Assistant Director, Manuel Muñoz
43075, Assistant Director, William Keighley
43978, Assistant Director, Akbar Meshkini
115894, Assistant Director, Josetxo San Mateo
1673, Assistant Director, Sam Nelson
90560, Assistant Director, Shû Sakiyama
12524, Assistant Art Director, Roberto Casale
82627, Assistant Art Director, Patrick Riester
44147, Art Direction, Jim Glen
42949, Art Direction, Gilles Boillot
52847, Art Direction, Daniel B. Cathcart
17696, Art Direction, LeRoy Deane
30924, Art Direction, Joseph M. Altadonna
50467, Art Direction, Tim Ellis
38031, Art Direction, Dominic Masters
223680, Art Direction, Andrada Chiriac
37198, Art Direction, Lewis H. Creber
85926, Art Direction, Ross Bellah
10684, Art Direction, Steve Cooper
187482, Art Direction, LeRoy Deane
38456, Art Direction, Chester Gore
35841, Art Direction, Henry Harris
17131, Art Direction, Haldane Douglas
10536, Art Direction, Michael Knight
242828, Art Direction, Yohei Taneda
221161, Art Direction, Marc Giacomi
11307, Art Direction, Woods Mackintosh
58985, Art Direction, Mayne Berke
30194, Art Direction, Robert Guerra
573, Art Direction, Robert W. Laing
47914, Art Direction, James L. Berkey
198277, Art Direction, Anne Goelz
43256, Art Direction, William Glasgow
18568, Art Direction, Francesco Bronzi
3575, Art Direction, Esdras Hartley
32069, Art Direction, John Clark
114060, Art Direction, Georges Wakhévitch
167935, Art Direction, Nicole Davrieux
90121, Art Direction, Keith Michl
5157, Art Direction, Michel Levesque
30127, Art Direction, Joana Mureb
104439, Art Direction, Park French
261684, Art Direction, Fredric Hope
14807, Art Direction, Vic Symonds
70695, Art Direction, Roni Spitzer
41035, Art Direction, Scott Slimon
4893, Art Direction, John Howell
41779, Art Direction, Gregory P. Keen
46247, Art Direction, Mike Knapp
20025, Art Direction, Chester Gore
20605, Art Direction, Cho Hwa-sung
28974, Art Direction, Arthur Stibolt
57258, Art Direction, Wiard Ihnen
6079, Art Direction, Jan Vlasák
42267, Art Direction, Sydney Z. Litwack
27509, Art Direction, Gilbert White
104776, Art Direction, Takashi Kono
9648, Art Direction, Juliet John
31561, Art Direction, John Bryan
157898, Art Direction, John Hughes
513, Art Direction, Sunil Chhabra
457, Art Direction, Fritz Jüptner-Jonstorff
43829, Art Direction, George Dudley
89086, Art Direction, George Dudley
19621, Art Direction, Julio Molina
125521, Art Direction, Hiroshi Kato
8092, Art Direction, Sandy Cochrane
59820, Art Direction, John Willett
26372, Art Direction, Lennart Blomkvist
42368, Art Direction, Liell K. Vedder
11235, Art Direction, Adrienne Atkinson
18919, Art Direction, Eva Svankmajerová
45129, Art Direction, Nitish Roy
10575, Art Direction, Christoph Steeger
3767, Art Direction, Van Nest Polglase
18721, Art Direction, Bernard Herzbrun
96089, Art Direction, Addison Hehr
17495, Art Direction, Hamed Hemdan
15512, Art Direction, Michael Isaak
72886, Animation Manager, Eddie Rosas
123, Animation Manager, Micki Zurcher
14258, Animation Director, Yun Yeong-gi
150213, Animation, Takuji Mogi
26958, Animation, Joel Fletcher
12599, Animation, Takuji Mogi
12140, Animation, Shinya Ôhira
88057, Animation, Andy Asperin
11674, Animation, Rich Draper
39045, Animation, Miri Yoon
9662, Animation, Ian Blum
84617, Animation, Phil Roman
67661, Animation, Ugo DOrsi
32428, Animation, Don Williams
134360, Animation, Dick Lundy
654, Additional Writing, Malcolm Johnson
35545, Additional Dialogue, Doris Anderson
87392, Additional Dialogue, Mario de Andrade
253267, Additional Camera, Thomas Christian Eichtinger
43839, Adaptation, Richard Sherman
260, Adaptation, Charles Bennett
104485, Adaptation, Hope Loring
184795, Adaptation, Moura Budberg
15907,,
53168,,
106028,,
24678,,
270470,,
303982,,
12764,,
24645,,
81225,,
9048,,
48773,,
31880,,
90770,,
54133,,
16248,,
101293,,
68029,,
70590,,
96175,,
38582,,
110568,,
103215,,
138341,,
48522,,
11176,,
2016,,
13984,,
15515,,
13524,,
85768,,
127962,,
186747,,
79550,,
288710,,
87349,,
16417,,
51182,,
58182,,
42062,,
376386,,
252916,,
102059,,
104106,,
2293,,
159090,,
62320,,
39437,,
42358,,
50356,,
75301,,
29415,,
252956,,
290379,,
26269,,
401484,,
36968,,
66730,,
64307,,
52369,,
38509,,
13507,,
20604,,
13855,,
19672,,
113213,,
55156,,
8436,,
268212,,
436450,,
49158,,
30997,,
8653,,
139582,,
131739,,
78698,,
24831,,
22582,,
55563,,
259300,,
429838,,
34276,,
364433,,
42641,,
52681,,
16246,,
34838,,
128946,,
56599,,
37042,,
43601,,
12185,,
36519,,
30719,,
126122,,
183827,,
43145,,
179818,,
246299,,
58192,,
53216,,
189133,,
256913,,
438446,,
7485,,
9038,,
4257,,
9794,,
27344,,
8427,,
22383,,
49004,,
11888,,
101557,,
300168,,
839,,
338387,,
137014,,
242643,,
74523,,
84099,,
19618,,
59835,,
354857,,
55150,,
5486,,
66925,,
26758,,
9264,,
37637,,
9400,,
18684,,
55529,,
42566,,
62472,,
44323,,
46190,,
45335,,
12705,,
9671,,
47876,,
27505,,
31086,,
177790,,
106635,,
77198,,
4613,,
8690,,
113916,,
39557,,
73969,,
65707,,
9343,,
19496,,
44219,,
3479,,
57743,,
427342,,
172,,
286657,,
11412,,
309886,,
31442,,
1682,,
22167,,
64822,,
35669,,
47553,,
27409,,
66473,,
35919,,
9082,,
132709,,
82935,,
56579,,
174383,,
121446,,
100825,,
17792,,
319073,,
34626,,
132392,,
10357,,
120977,,
41030,,
22602,,
119944,,
9294,,
39333,,
355254,,
121020,,
27098,,
128748,,
75404,,
83186,,
364426,,
41386,,
32329,,
50845,,
105965,,
44878,,
75945,,
91352,,
77859,,
530,,
1915,,
84569,,
218670,,
38025,,
126314,,
12561,,
308704,,
280840,,
33431,,
36886,,
70738,,
336681,,
60670,,
189227,,
2694,,
1553,,
92348,,
22140,,
58287,,
92635,,
1787,,
88599,,
369834,,
169479,,
36888,,
51143,,
31742,,
42595,,
27031,,
29071,,
20875,,
31026,,
7736,,
22774,,
20898,,
95724,,
85262,,
11900,,
89059,,
98060,,
64032,,
20874,,
84508,,
88528,,
29490,,
61823,,
48599,,
167707,,
46149,,
194407,,
54306,,
46916,,
179178,,
265760,,
62000,,
33474,,
46435,,
83801,,
32929,,
4267,,
90944,,
71821,,
152266,,
11916,,
176670,,
25218,,
43664,,
91737,,
27095,,
21873,,
16295,,
29396,,
18045,,
25506,,
185111,,
9272,,
31374,,
59838,,
163376,,
197696,,
52608,,
48650,,
14922,,
150093,,
171861,,
134472,,
22302,,
28284,,
11071,,
29586,,
50075,,
11928,,
39859,,
1560,,
432789,,
53144,,
47430,,
36089,,
39391,,
3576,,
158439,,
24032,,
17046,,
202839,,
109456,,
106254,,
11936,,
363889,,
28177,,
89763,,
56147,,
31955,,
242629,,
150117,,
4553,,
30141,,
277839,,
278348,,
52274,,
91343,,
128797,,
170039,,
276496,,
10474,,
42685,,
40231,,
25435,,
6073,,
29482,,
251421,,
76777,,
398924,,
47189,,
10678,,
212713,,
211139,,
3049,,
42738,,
65282,,
33343,,
2058,,
285400,,
9434,,
8965,,
5155,,
11813,,
473,,
132939,,
334918,,
7233,,
5602,,
15997,,
12207,,
38662,,
111315,,
8326,,
1705,,
42215,,
61541,,
9415,,
183171,,
45191,,
659,,
27581,,
8216,,
